"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"2359","22297"," 22294"," 22295"," 22296"," 22154"," 22155"," 22603"," 22600"," 22602"," 22577"," 22571"," 22576"," 22601"," 21824"," 21014"," 21803"," 21802"," 21807"," 21801"," 21817"," 21818"," 21819"," 21018"," 84879"," 20733"," 22560"," 22713"," 22817"," 22024"," 22045"," 16161U"," 21497"," 22212"," 22272"," 22271"," 22273"," 84356"," 84406B"," 22750"," 22274"," 22749"," 22751"," 22570"," 22940"," 20972"," 20971"," 20761"," 20762"," 22150"," 22569"," 22837"," 17107D"," 22147"," 22149"," 21191"," 21187"," 21192"," 21205"," 21812"," 21813"," 22173"," 22834"," 22075"," 22077"," 22961"," 22113"," 22141"," 22423"," 22752"," 16216"," 22489"," 21703"," 20983"," 20981"," 20982"," M"," 22493"," 22561"," 82482"," 82494L"," 20973"," 20974"," 20975"," 21889"," 22623"," 21823"," 21918"," 22718"," 85227"," 21383"," 22219"," 85202"," 85203"," 22229"," 22249"," 22266"," 21454"," 22247"," 22230"," 22228"
"2360","46000S"," 22181"," 84945"," 22851"," 22908"," 21715"," 21716"," 15034"," 20674"," 20675"," 20676"," 20677"," 21636"," 21508"," 21507"," 35471D"," 20828"," 22619"," 23500"," 23193"," 22466"," 23445"," 22988"," 22976"," 21791"," 22255"," 79051A"," 22171"," 37475"," 21926"," 21927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361","23356"," 72800E"," 23058"," 22607"," 23218"," 21822"," 23355"," 23169"," 23085"," 21098"," 23103"," 23392"," 72799F"," 72799E"," 23490"," 21616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","23007"," 23008"," 22781"," 23209"," 23207"," 21716"," 21718"," 21462"," 21918"," 23128"," 23126"," 23127"," 21912"," 22526"," 22607"," 21205"," 23569"," 22620"," 23280"," 23282"," 23505"," 23504"," 23497"," 23369"," 22992"," 23571"," 23561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363","51008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","46000S"," 20975"," 20974"," 20973"," 21918"," 82578"," 82580"," 82581"," 82484"," 22554"," 22553"," 22555"," 21495"," 22049"," 21830"," 84077"," 22970"," 22971"," 22748"," 22747"," 22746"," 22745"," 23076"," 23173"," 23170"," 21231"," 22891"," 82482"," 22699"," 22064"," 21714"," 37327"," 21868"," 20668"," 21213"," 22417"," 21212"," 22898"," 22899"," 22367"," 71477"," 15036"," 20686"," 20684"," 20682"," 21498"," 84507B"," 84508A"," 84508C"," 21680"," 21677"," 21676"," 21544"," 22953"," 21917"," 23397"," 21211"," 21210"," 23251"," 22720"," 47591D"," 23250"," M"," 23368"," 23367"," 22423"," 22066"," 21108"," 23243"," 23123"," 23082"," 23691"," 23233"," 23548"," 23267"," 23310"," 84692"," 22752"," 21704"," 22620"," 23157"," 23252"," 23002"," 22998"," 22997"," 21679"," 84508B"," 47503A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365","21523"," 22366"," 82583"," 21175"," 48173C"," 21166"," 22413"," 21181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366","23166"," 21401"," 21400"," 23178"," 22762"," 22969"," 23154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","22616"," 22713"," 23347"," 22970"," 22997"," 23005"," 22900"," 23504"," 23505"," 22785"," 23238"," 35443"," 22659"," 21864"," 22633"," 84029G"," 23355"," 22902"," 23391"," 23365"," 23503"," 23009"," 22998"," 22596"," 23501"," 22112"," 23357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368","22473"," 85184C"," 85035C"," 71270"," 22771"," 22750"," 22751"," 84818"," 23198"," 20914"," 85123A"," 85132C"," 22514"," 21096"," 21707"," 22744"," 23000"," 23005"," 22999"," 21381"," 21647"," 22908"," 21584"," 22407"," 22406"," 21088"," 22526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369","84947"," 21326"," 22083"," 22910"," 22086"," 21808"," 22460"," 22727"," 22728"," 22865"," 22866"," 22632"," 22867"," 22725"," 22730"," 22726"," 21481"," 22193"," 22191"," 22192"," 22733"," 22424"," 84030E"," 21485"," 21484"," 22111"," 21479"," 22626"," 22627"," 22624"," 22625"," 82482"," 20713"," 22745"," 22746"," 22748"," 22747"," 82486"," 22699"," 21216"," 82483"," 22560"," 22568"," 22570"," 85084"," 22988"," 22943"," 21807"," 21809"," 22154"," 21818"," 21819"," 22338"," 22602"," 22601"," 22576"," 22577"," 85199S"," 22595"," 22759"," 22130"," 84347"," 22113"," 21700"," 21698"," 22977"," 22975"," 22483"," 22573"," 22574"," 22834"," 85123A"," 22141"," 22071"," 22070"," 21877"," 35400"," 37464"," 22072"," 22891"," 21845"," 37370"," 84828"," 85184C"," 21429"," 84906"," 85087"," 22435"," 70006"," 21313"," 22431"," 22433"," 22487"," 22926"," 22693"," 21114"," 35004C"," 21755"," 21754"," 21756"
"2370","23169"," 23353"," 23323"," 22082"," 22906"," 84947"," 21391"," 21588"," 20963"," 22966"," 21833"," 21742"," 21705"," 21428"," 23080"," 22094"," 23439"," 22942"," 23319"," 20685"," 23320"," 22558"," 70006"," 70007"," 21949"," 21706"," 23188"," 22982"," 21709"," 23559"," 23084"," 85099F"," 22411"," 21928"," 85099B"," 21094"," 23480"," 22991"," 22092"," 22560"," 21563"," 21034"," 23581"," 23203"," 22633"," 22096"," 21326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","20712"," 22663"," 22553"," 84459B"," 22297"," 22295"," 22292"," 22293"," 21592"," 21389"," 22556"," 22907"," 22326"," 22427"," 22826"," 21385"," 22219"," 21034"," 22052"," 22704"," 22705"," 22710"," 23230"," 22488"," 82484"," 22487"," 22917"," 22916"," 22919"," 22918"," 22926"," 22171"," 22570"," 22568"," 84792"," 22430"," 21425"," 21424"," 21427"," 21430"," 22908"," 20751"," 21240"," 21244"," 20675"," 22859"," 22860"," 22858"," 22249"," 22247"," 22668"," 47566"," 22251"," 22957"," 22562"," 22563"," 22457"," 22296"," 22291"," 22920"," 22921"," 22999"," 22998"," 23000"," 22996"," 22555"," 22551"," 22925"," 22767"," 22631"," 22659"," 22629"," 22766"," 22796"," 22971"," 22662"," 22661"," 20727"," 22384"," 21930"," 22386"," 22385"," 85099F"," 22169"," 22985"," 23550"," 23240"," 23080"," 84879"," 23070"," 23069"," 22189"," 22188"," 22561"," 23298"," 23245"," 23146"," 23081"," 22636"," 22992"
"2372","16237"," 22147"," 22149"," 22273"," 22940"," 22071"," 85202"," 85194S"," 22557"," 20971"," 22266"," 21110"," 23295"," 20984"," 22138"," 22621"," 22139"," 22635"," 22622"," 22112"," 21485"," 21891"," 21239"," 21240"," 23310"," 21704"," 22553"," 22551"," 22554"," 22620"," 23132"," 22607"," 22654"," 22555"," 22722"," 23321"," 22423"," 22989"," 22383"," 35607B"," 21198"," 15056N"," 84519B"," 84519A"," 23243"," 22720"," 23245"," 22801"," 22798"," 22800"," M"," 22749"," 85014A"," 22634"," 35598D"," 21889"," 22209"," 21947"," 22208"," 22095"," 21034"," 22629"," 23506"," 21063"," 22382"," 23371"," 23101"," 23102"," 23389"," 21818"," 23354"," 23122"," 22197"," 22666"," 84692"," 23372"," 23345"," 84031B"," 23390"," 84032A"," 20961"," 21559"," 21558"," 22630"," 21873"," 21872"," 23120"," 22131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","22376"," 22174"," 22745"," 20665"," 21719"," 22906"," 22181"," 21981"," 22616"," 21967"," 21392"," 21393"," 22328"," 22952"," 21268"," 22902"," 22659"," 84952C"," 84952B"," 85144"," 20668"," 22087"," 21327"," 21328"," 21025"," 21031"," 21030"," 21026"," 21032"," 22554"," 22553"," 21578"," 21559"," 22791"," 22585"," 22350"," 21354"," 21357"," 22909"," 22977"," 22974"," 20724"," 20719"," 21587"," 21625"," 22634"," 20766"," 22972"," 22988"," 22976"," 22973"," 84879"," 21398"," 21399"," 21982"," 22623"," 22562"," 72598"," 21591"," 21714"," 84832"," 21984"," 21135"," 21121"," 21990"," 22744"," 20751"," 21993"," 22077"," 16258A"," 22435"," 84347"," 22082"," 22561"," 21935"," 20752"," 21484"," 22636"," 22555"," 22557"," 21892"," 22619"," 20728"," 22617"," 22748"," 21426"," 22635"," 21577"," 84985A"," 21430"," 22607"," 22899"," 20977"," 20979"," 22661"," 21581"," 22738"," 22582"," 22816"," 22030"
"2374","23082"," 35970"," 82482"," 84946"," 23092"," 71459"," 22766"," 23145"," 84949"," 84970S"," 21744"," 23453"," 23452"," 23451"," 22605"," 22607"," 23025"," 23027"," 23202"," 22496"," 23177"," 23194"," 23176"," 84755"," 22170"," 23484"," 85127"," 21012"," 46000M"," 23394"," 23395"," 22178"," 84970L"," 82494L"," 85045"," 23109"," 22792"," 22796"," 23318"," 22626"," 22627"," 22624"," 22592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375","21361"," 22457"," 85015"," 22470"," 20750"," 20749"," 23254"," 23256"," 84997D"," 23255"," 21034"," 20726"," 23206"," 22383"," 22384"," 22662"," 20727"," 22382"," 20728"," 23207"," 48116"," 22698"," 20828"," 72351B"," 21974"," 22993"," 22232"," 22228"," 22229"," 84879"," 22423"," 21212"," 21976"," 21977"," 84828"," 23298"," 47590B"," 22998"," 23199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376","23284"," 21975"," 22417"," 84030E"," 22434"," 22693"," 21990"," 21993"," 22077"," 23245"," 22745"," 22748"," 22585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","22772"," 21669"," 21673"," 21668"," 21671"," 21672"," 21670"," 21730"," 21733"," 22804"," 85123A"," 22841"," 22840"," 21485"," 22112"," 84030E"," 84029G"," 22649"," 22055"," 21411"," 21843"," 37449"," 48194"," 48187"," 48129"," 23068"," 23067"," 84509A"," 79191D"," 21035"," 22989"," 21592"," 22844"," 22195"," 84596F"," 22059"," 37448"," 48138"," 20685"," 23077"," 22553"," 22555"," 22556"," 22551"," 22554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","22966"," 22197"," 22508"," 22480"," 20961"," 22083"," 22306"," 22867"," 22474"," 22166"," 21468"," 22473"," 21564"," 22071"," 22070"," 21291"," 21578"," 85136A"," 20717"," 20781"," 21928"," 84558A"," 20618"," 20655"," 84826"," 22147"," 21723"," 20828"," 22444"," 21719"," 85227"," 84077"," 22144"," 84991"," 21977"," 72741"," 22311"," 21232"," 70006"," 22063"," 21892"," 22620"," 21891"," 21790"," 47566"," 21745"," 84751B"," 21175"," 85150"," 82599"," 82552"," 21452"," 21259"," 37370"," 21380"," 47590B"," 21135"," 22720"," 84879"," 21792"," 21793"," 20679"," 15056P"," 22645"," 22257"," 22364"," 22360"," 22980"," 22844"," 21754"," 84931A"," 22981"," 22979"," 22258"," 22259"," 22907"," 22722"," 84580"," 47599A"," 47566B"," 22820"," 47599B"," 22438"," 84584"," 20694"," 22128"," 22236"," 21430"," 20829"," 22960"," 22989"," 21208"," 20702"," 22320"," 35909A"," 22273"," 22721"," 21095"," 85184C"," 22940"
"2379","22456"," 22178"," 22460"," 21212"," 21977"," 22363"," 22360"," 22364"," 47599A"," 22968"," 23231"," 23230"," 22029"," 22585"," 22743"," 22570"," 23004"," 22651"," 22452"," 21232"," 20970"," 21506"," 22568"," 22569"," 22586"," 22147"," 22273"," 22445"," 22219"," 22453"," 22704"," 23232"," 85227"," 22274"," 22271"," 20969"," 23569"," 84592"," 85099B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380","21257"," 21259"," 21931"," 22411"," 85099C"," 23202"," 85099B"," 22276"," 82486"," 82483"," 20718"," 22355"," 82482"," 82494L"," 20724"," 23205"," 84913B"," 84913A"," 75049L"," 85026B"," 85014B"," 85014A"," 85036A"," 85035B"," 85035A"," 85035C"," 85020"," 85023B"," 85036B"," 85036C"," 85024C"," 85025C"," 85025B"," 85024B"," 21755"," 22663"," 22386"," 23199"," 21928"," 21935"," 21929"," 23201"," 23203"," 48185"," 23320"," 37446"," 23319"," 23318"," 20973"," 23156"," 23159"," 37340"," 22158"," 23311"," 23313"," 84879"," 22086"," 22911"," 85049E"," 22909"," 23170"," 23048"," 23013"," 23012"," 22810"," 22799"," 22776"," 23161"," 23249"," 23487"," 23250"," 21328"," 72818"," 22809"," 22186"," 23252"," 23133"," 84006"," 23486"," 21034"," 22424"," 23582"," 23581"," 22112"," 22114"," 22449"," 22450"," 71053"," 22784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381","20749"," 21314"," 21485"," 22789"," 84970L"," 23090"," 22138"," 22173"," 82482"," 22668"," 47566"," 22669"," 23298"," 85199S"," 22335"," 22212"," 23147"," 23148"," 82580"," 82581"," 22161"," 22720"," 22494"," 84510A"," 22398"," 22915"," 23240"," 85199L"," 82551"," 21172"," 23103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","22041"," 82001S"," 21137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","84987"," 84991"," 22244"," 22245"," 22665"," 22892"," 22966"," 22964"," 22367"," 22899"," 22621"," 22784"," 47580"," 84050"," 21358"," 22499"," 47566B"," 22090"," 85123A"," 21533"," 21555"," 22057"," 84817"," 21257"," 22487"," 22168"," 21277"," 23076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384","23392"," 22617"," 22964"," 22417"," 22416"," 23435"," 23076"," 23445"," 23078"," 23155"," 23469"," 84988"," 23307"," 23295"," 23296"," 23294"," 22993"," 22077"," 20972"," 84077"," 22138"," 21790"," 23119"," 21231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","23333"," 23332"," 84832"," 22840"," 22842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","21212"," 21985"," 22611"," 84946"," 85034C"," 72807C"," 23078"," 22960"," 22077"," 22427"," 37501"," 22071"," 20767"," 20772"," 21314"," 22075"," 22734"," 85049A"," 15056BL"," 15056P"," 20679"," 15056N"," 22112"," 22114"," 22772"," 21136"," 23275"," 23103"," 23433"," 23146"," 23147"," 22844"," 23191"," 20984"," 22904"," 23211"," 23212"," 23210"," 23213"," 23222"," 23225"," 23234"," 23245"," 16238"," 20982"," 20983"," 23355"," 23358"," 23400"," 23407"," 23445"," 21710"," 21706"," 84029G"," 22111"," 23353"," 16169E"," 21498"," 23232"," 23351"," 23349"," 23352"," 22737"," 23434"," 23129"," 21257"," 22652"," 82484"," 22457"," 22794"," 22766"," 23092"," 82482"," 22845"," 21592"," 22637"," 22784"," 22464"," 22556"," 22557"," 22555"," 22835"," 20981"," 22966"," 84378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387","22073"," 22501"," 22502"," 22195"," 22196"," 21527"," 37500"," 21539"," 22072"," 21217"," 21977"," 22666"," 22629"," 22630"," 37501"," 21843"," 21242"," 20676"," 21933"," 21239"," 21564"," 22138"," 22960"," 35809A"," 35810A"," 22139"," 22617"," 21531"," 21533"," 21216"," 22131"," 22133"," 22199"," 21975"," 22203"," 21108"," 22059"," 22276"," 22356"," 22993"," 85159B"," 20750"," 21535"," 22667"," 22200"," 21537"," 21212"," 21558"," 21244"," 20675"," 20725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","22121"," 20956"," 21326"," 22161"," 21824"," 22578"," 22579"," 22574"," 35970"," 84836"," 23321"," 23322"," 21175"," 22694"," 23332"," 23329"," 23323"," 23330"," 23333"," 22470"," 22469"," 22595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","84946"," 21693"," 85123A"," 22624"," 84945"," 22577"," 22578"," 23332"," 23215"," 79321"," 84836"," 20914"," 22470"," 85099B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","84879"," 84927F"," 84988"," 84987"," 47341B"," 21916"," 23155"," 21507"," 22027"," 85016"," 22756"," 22755"," 23181"," 22585"," 23192"," 85015"," 21270"," 35810A"," 35809A"," 85017B"," 21269"," 22147"," 22962"," 20914"," 15036"," 21791"," 22961"," 22781"," 22467"," 23660"," 22963"," 23493"," 21212"," 21977"," 23245"," 22720"," 21210"," 23445"," 20983"," 23366"," 23368"," 23367"," 23473"," 23475"," 85019A"," 21498"," 23232"," 23545"," 16161P"," 23243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391","21355"," 21756"," 21518"," 21520"," 21506"," 22023"," 21519"," 22037"," 22029"," 22030"," 22027"," 22983"," 22718"," 22717"," 22712"," 22028"," 22815"," 72818"," 22697"," 21670"," 21669"," 21671"," 21673"," 21672"," 22771"," 22775"," 22772"," 22774"," 48185"," 48187"," 82494L"," 22245"," 84755"," 22460"," 84970L"," 22432"," 22433"," 22431"," 84674"," 82486"," 82483"," 21068"," 21069"," 21070"," 22972"," 22974"," 22419"," 21071"," 21754"," 21755"," 22026"," 21509"," 22716"," 22817"," 21668"," 22805"," 22773"," 21523"," 48116"," 20685"," 21524"," 22692"," 22766"," 48138"," 48188"," 85123A"," 21232"," 22800"," 22798"," 21314"," 84707A"," 22801"," 22066"," 22064"," 21507"," 22035"," 17096"," 17013D"," 21199"," 16236"," 22435"," 21700"," 85215"," 22190"," 22222"," 22223"," 22608"," 22609"," 22610"," 22834"," 85034B"," 85034C"," 85039C"," 85036B"," 85036C"," 85184C"," 85170D"," 85173"," 21508"," 22714"
"2392","85123A"," 21730"," 22178"," 22217"," 84946"," 22423"," 85146"," 22784"," 21630"," 46000S"," 23087"," 22457"," 22464"," 23057"," 22460"," 21811"," 21809"," 21822"," 22154"," 22153"," 22575"," 22158"," 22047"," 23232"," 23233"," 21498"," 21810"," 20894"," 85048"," 23222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
